Common Name,Date of Occurance,Date of Examination,County,City,Location Details,Latitude,Longitude,Type of Occurance,Initial Condition,Initial Disposition,Sex,Age,Length,Length Units,Weight,Weight Units,Stranding Remarks,Material Disposition,Final Disposition Remarks
CALIFORNIA SEA LION,4/18/02,4/18/02,SANTA BARBARA,SANTA BARBARA,MESA LANE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,64.5,IN,217,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/18/02,4/18/02,SANTA BARBARA,GOLETA,GOLETA POINT,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,70,IN,157,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/18/02,4/18/02,SANTA BARBARA,GOLETA,GOLETA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,55.5,IN,86,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
UNIDENTIFIED COMMON DOLPHIN,4/19/02,4/19/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA STATE BEACH; 150 YRDS S OF PARKING LOT,,,ILLNESS-RELATED,ALIVE,SPECIMEN TO SCIENTIFIC COLLECTION,M,ADULT,,,211,LB,ANIMAL STRANDED ALIVE; LIVED TWO HOURS; ANIMAL HAD A CROSSED ROSTUM; ANIMAL ALSO A TOP JAW THAT CURVED TO THE LEFT AND  A BOTTOM JAW THAT CURVED TO THE RIGHT,"SKULL TO SANTA BARBARA MUSEUM OF NATURAL HISTORY; TISSUES TO AFIP; SKIN TO S. CHIVERS, NMFS/SWFSC; URINE & FECAL TO F. VAN DOLAH, NATIONAL OCEAN SERVICES, CHARLESTON, SOUTH CAROLINA; SKELETON TO J. HEYNING, LOS ANGELES COUNTY MUSEUM OF NATURAL HISTORY",SANTA BARBARA MUSEUM OF NATURAL HISTORY
CALIFORNIA SEA LION,4/19/02,4/19/02,SANTA BARBARA,SANTA BARBARA,MESA LANE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,60,IN,168,LB,"RESTRANDING; ANIMAL ORIGINALLY STRANDED ON 5/21/98 AT OCEANO DUNES VEHICULAR RECREATION AREA, SAN LUIS OBISPO COUNTY; ANIMAL TREATED AT CALIFORNIA MARINE MAMMAL CENTER & RELEASED ON 7/18/98 AT CHIMNEY ROCK, POINT REYES NATIONAL SEASHORE, MARIN COUNTY; SYMPTOMS OF DOMOIC ACID TOXICITY; SBMMC-02-46",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/19/02,4/19/02,SANTA BARBARA,SANTA BARBARA,MORE MESA,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,63,IN,150.5,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN ELEPHANT SEAL,4/20/02,4/20/02,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,137,IN,33,KG,INJURED RIGHT EYE; EMACIATED; DEHYDRATED; HYPOPROTEINEMIA; INCREASED GGT,NA,SANTA BARBARA MARINE MAMMAL CENTER
HARBOR SEAL,4/20/02,4/20/02,SANTA BARBARA,CARPINTERIA,,,,GILLNET-RELATED,ALIVE,TRANSLOCATION,M,PUP/CALF,32,IN,55,LB,RESTRANDING; SEE SID 200204167; ANIMAL ORIGINALLY STRANDED ON 4/15/2002 AT SAME LOCATION; GILLNET FRAGMENT REMOVED AND ANIMAL RELEASED AT SITE ON 4/15/2002; MONOFILLAMENT GILLNET FRAGMENT ENTANGLED AROUND NECK; ANIMAL DISENTANGLED AND TRANSLOCATED TO SANTA CRUZ ISLAND ON 4/20/02,NA,TRANSLOCATION
CALIFORNIA SEA LION,4/21/02,4/21/02,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,49.5,IN,80,LB,LETHARGIC; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
HARBOR SEAL,4/22/02,4/22/02,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,37,IN,33,LB,ABCESSES ON TAIL AND HIND FLIPPER,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/22/02,4/22/02,SANTA BARBARA,SANTA BARBARA,STEARN'S WHARF,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,64,IN,185,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/23/02,4/23/02,SANTA BARBARA,CARPINTERIA,,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,56.7,IN,155,LB,"RESTRANDING; SEE SID 200204155; ANIMAL ORIGINALLY STRANDED ON 4/14/02 AT ARROYO BURRO BEACH COUNTY PARK, SANTA BARBARA COUNTY; ANIMAL TREATED AT SANTA BARBARA MARINE MAMMAL CENTER & RELEASED ON 4/24/02 AT SANTA CRUZ ISLAND, CHANNEL ISLANDS COUNTY; SYMPTOMS OF DOMOIC ACID TOXICITY",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/23/02,4/23/02,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,66,IN,225,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/23/02,4/23/02,SANTA BARBARA,CARPINTERIA,,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,60,IN,114,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; SEIZURES; ATAXIA; CATARACT; LUXATION; EOSINOPHILIA,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/23/02,4/23/02,SANTA BARBARA,CARPINTERIA,,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,50,IN,168,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; SEIZURES; INCREASED AST; DECREASED ALT,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/23/02,4/23/02,SANTA BARBARA,CARPINTERIA,,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,60,IN,178,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; SEIZURES,NA,SANTA BARBARA MARINE MAMMAL CENTER
UNIDENTIFIED COMMON DOLPHIN,4/27/02,4/29/02,SANTA BARBARA,CARPINTERIA,3315 PADARO LANE,,,UNKNOWN,MODERATE DECOMPOSITION,SPECIMEN TO SCIENTIFIC COLLECTION,M,ADULT,239,CM,,,,"SKIN TO S. CHIVERS, NFMS/SWFSC",SANTA BARBARA MUSEUM OF NATURAL HISTORY
CALIFORNIA SEA LION,4/27/02,4/27/02,SANTA BARBARA,CARPINTERIA,SANDYLAND,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,70,IN,275,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/27/02,4/27/02,SANTA BARBARA,SANTA BARBARA,MESA LANE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,56,IN,182,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; SEIZURES; OBTRUDED; SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/28/02,4/28/02,SANTA BARBARA,SANTA BARBARA,LEADBETTER BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,62,IN,154,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; SEIZURES; EOSINOPHILIA; LEUKOCYTOSIS; NEUTROPHILIA,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/28/02,4/28/02,SANTA BARBARA,GOLETA,ELLWOOD; JUST NORTH OF COAL OIL POINT NATURAL RESERVE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,66.5,IN,208,LB,SUSPECTED DOMOIC ACID TOXICITY; SEIZURES; SEE SID 200305470,NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN ELEPHANT SEAL,4/28/02,4/28/02,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,HAULOUT-RELATED,ALIVE,TRANSLOCATION,F,YEARLING,60,IN,80,LB,ANIMAL APPEARS TO BE IN GOOD HEALTH; TRANSLOCATED TO GAVIOTA STATE BEACH AND RELEASED,NA,TRANSLOCATION
CALIFORNIA SEA LION,4/29/02,4/29/02,SANTA BARBARA,CARPINTERIA,,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,66,IN,230,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/29/02,4/29/02,SANTA BARBARA,GOLETA,GOLETA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,65,IN,220,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
HARBOR SEAL,4/29/02,4/29/02,SANTA BARBARA,,FARIA BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,33,IN,18,LB,EMACIATED; LETHARGIC; EXCESSIVE MUCUS FROM NOSTRILS; LABORED BREATHING,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/30/02,4/30/02,SANTA BARBARA,SANTA BARBARA,HOPE RANCH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,37.5,IN,23,LB,EMACIATED; SEE SID 200205725,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/30/02,4/30/02,SANTA BARBARA,SANTA BARBARA,HOPE RANCH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,57.5,IN,204.5,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; SEIZURES; EOSINOPHILIA; DOMOIC ACID SUSPECT; PROSTOGLANDIN; PREGNANT,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/30/02,4/30/02,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,68,IN,275,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/30/02,4/30/02,SANTA BARBARA,CARPINTERIA,PADARO LANE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,46,IN,65,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/1/02,5/1/02,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,68,IN,275,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/1/02,5/1/02,SANTA BARBARA,GOLETA,GOLETA POINT,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,66,IN,265,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/2/02,5/2/02,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,56.7,IN,121,LB,DOMOIC ACID TOXICITY; SEIZURES; EMACIATION; ATAXIA; OBTRUDED,NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN ELEPHANT SEAL,5/2/02,5/2/02,SANTA BARBARA,,EL CAPITAN STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,52,IN,78,LB,INFECTION IN RIGHT EYE; EMACIATED; LEUKOCYTOSIS; LEFT-SHIFT NEUTROPHILIA; INCREASED GGT,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/2/02,5/2/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA CITY BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,65,IN,168,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; SEIZURES; PREGNANT; PROSTAGLANDIN,NA,SANTA BARBARA MARINE MAMMAL CENTER
GRAY WHALE,5/3/02,5/7/02,SANTA BARBARA,,VANDENBERG AIR FORCE BASE,,,UNKNOWN,MODERATE DECOMPOSITION,SPECIMEN TO SCIENTIFIC COLLECTION,M,YEARLING,810,CM,,,MOST OF SKIN GONE; THORASIC CAVITY WAS OPEN ALONG THE BACK; LOWER MANDIBLES MISSING; ONLY 1/2 OF BALEEN PRESENT,SKIN SAMPLE TO NMFS/SWFSC,NMFS/SWFSC
CALIFORNIA SEA LION,5/3/02,5/3/02,SANTA BARBARA,CARPINTERIA,RINCON BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,42,IN,55,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/3/02,5/3/02,SANTA BARBARA,GOLETA,MORE MESA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,69,IN,209,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; SEIZURES; EOSINOPHILIA; SANGUINOUS VAGINAL EXUDATE; OBTRUDED,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/3/02,5/3/02,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,60,IN,165,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/4/02,5/4/02,SANTA BARBARA,SANTA BARBARA,MORE MESA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,58,IN,195,LB,SUSPECTED DOMOIC ACID TOXICITY; SEIZURES; EOSINOPHILIA; CHRONIC KERATITIS,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/4/02,5/4/02,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,44,IN,60,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/5/02,5/5/02,SANTA BARBARA,MONTECITO,FERNALD POINT,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,55,IN,177,LB,"RESTRANDING; ANIMAL ORIGINALLY STRANDED ON 4/10/02 AT SANTA MONICA, LOS ANGELES COUNTY; ANIMAL TREATED AT FORT MACARTHUR MARINE MAMMAL CENTER & RELEASED ON 4/24/02 AT WHITE POINT/ROYAL PALMS STATE BEACH, LOS ANGELES COUNTY; SYMPTOMS OF DOMOIC ACID TOXICITY; SEIZURES; LEUKOCYTOSIS; EOSINOPHILIA; PREGNANT; SBMMC-02-77",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/5/02,5/5/02,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,34,IN,18,LB,RUNT YEARLING; EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/5/02,5/5/02,SANTA BARBARA,GOLETA,ELLWOOD BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,60,IN,205,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; OBTRUDED; LETHARGIC,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/5/02,5/5/02,SANTA BARBARA,MONTECITO,FERNALD POINT,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,41,IN,52,LB,"EMACIATED; SEVERE INTERNAL PARASITE INFESTATION; SEE SIDS 200205509, 200205585",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/6/02,5/6/02,SANTA BARBARA,GOLETA,ELLWOOD BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,67,IN,295,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/8/02,5/8/02,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,62,IN,85,LB,PNEUMONIA; SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/8/02,5/8/02,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,48,IN,80,LB,BAD LEFT EYE,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/12/02,5/12/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,37,IN,30,LB,ILL; BRANDED ON LEFT SIDE WITH NUMBER 6431,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/12/02,5/12/02,SANTA BARBARA,CARPINTERIA,PADARO LANE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,70,IN,229,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; SEIZURES; EOSINOPHILIA; ULCERATION ON DERMIS,NA,SANTA BARBARA MARINE MAMMAL CENTER
UNIDENTIFIED COMMON DOLPHIN,5/13/02,5/13/02,SANTA BARBARA,SUMMERLAND,LOON POINT,,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,M,ADULT,236,CM,,,MOST OF SKIN GONE; NO SKIN ON ROSTUM; FLUKES GONE; PECTORALS 1/2 PRESENT,NO PARTS COLLECTED,
CALIFORNIA SEA LION,5/13/02,5/13/02,SANTA BARBARA,SANTA BARBARA,BILTMORE HOTEL,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,43,IN,65,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/13/02,5/13/02,SANTA BARBARA,SANTA BARBARA,WEST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,62,IN,165,LB,SUSPECTED DOMOIC ACID TOXICITY; SEIZURES; EOSINOPHILIA; WEAKNESS,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/14/02,5/14/02,SANTA BARBARA,SANTA BARBARA,THOUSAND STEPS BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,70,IN,231,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; SEIZURES,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/14/02,5/14/02,SANTA BARBARA,SANTA BARBARA,SHORELINE PARK BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,39,IN,34,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/14/02,5/14/02,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,65,IN,175,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/15/02,5/15/02,SANTA BARBARA,SANTA BARBARA,LEADBETTER BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,64,IN,175,LB,SYMPTOMS OF DOMOIC ACID TOXICITY; PREGNANT; SEE SID 200208073,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/16/02,5/16/02,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,41,IN,55,LB,"RESTRANDING #1, SEE SIDS 200205152, 200205585; ANIMAL ORIGINALLY STRANDED ON 5/5/02 AT MONTECITO, SANTA BARBARA COUNTY; ANIMAL TREATED AT SANTA BARBARA MARINE MAMMAL CENTER & RELEASED ON 5/8/02 AT SANTA CRUZ ISLAND, CHANNEL ISLANDS COUNTY; ILLNESS",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/16/02,5/16/02,SANTA BARBARA,GOLETA,ELLWOOD BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,UNKNOWN,39,IN,52,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/16/02,5/16/02,SANTA BARBARA,GOLETA,GOLETA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,34,IN,27,LB,RUNT YEARLING; EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/18/02,5/18/02,SANTA BARBARA,SANTA BARBARA,LEADBETTER BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,70,IN,295,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/19/02,5/19/02,SANTA BARBARA,,"GUADALUPE-NIPOMO DUNES RESERVE, GUADALUPE ENTRANCE",,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,110,CM,26.5,KG,MILDLY UNDERWEIGHT; LETHARGIC; OPEN MOUTH BREATHING; LEUKOCYTOSIS; EOSINOPHILIA; NEUTROPHILIA (LEFT SHIFT); DYSPNEA,NA,CALIFORNIA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/19/02,5/19/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,ADULT,40,IN,45,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/19/02,5/19/02,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,73,IN,350,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/19/02,5/19/02,SANTA BARBARA,SANTA BARBARA,HARBOR,,,INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,44,IN,55,LB,ABSCESS ON BACK,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/20/02,5/20/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,ADULT,41,IN,55,LB,"RESTRANDING #2, SEE SIDS 200205152, 200205509; ANIMAL ORIGINALLY STRANDED ON 5/5/02 AT MONTECITO, SANTA BARBARA COUNTY; ANIMAL TREATED AT SANTA BARBARA MARINE MAMMAL CENTER & RELEASED ON 5/8/02 AT SANTA CRUZ ISLAND, CHANNEL ISLANDS COUNTY; RESTRANDING #1: ANIMAL RESTRANDED ON 5/16/02 AT SANTA BARBARA, SANTA BARBARA COUNTY; ANIMAL TREATED AT SANTA BARBARA MARINE MAMMAL CENTER & RELEASED ON 5/17/02 AT SANTA CRUZ ISLAND, CHANNEL ISLANDS COUNTY",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/20/02,5/20/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,67,IN,280,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/21/02,5/21/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,62,IN,225,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/21/02,5/21/02,SANTA BARBARA,,BUTTERFLY BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,61,IN,200,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/22/02,5/22/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,ADULT,45,IN,60,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/22/02,5/22/02,SANTA BARBARA,GOLETA,ELLWOOD BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,66,IN,265,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/22/02,5/22/02,SANTA BARBARA,SANTA BARBARA,SHORELINE PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,43,IN,55,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
